N,P,K,temperature,humidity,ph,rainfall,soil_type,state,season,crop
51.48,19.53,129.7,38.89,67.94,6.9,1884.12,Red,West Bengal,Kharif,Cotton
133.7,40.61,247.1,7.41,42.95,7.3,1189.01,Alluvial,Uttar Pradesh,Kharif,Sugarcane
112.0,5.85,35.19,6.29,72.7,5.69,434.0,Sandy,Punjab,Rabi,Potato
196.8,23.16,188.8,26.48,59.03,7.08,1900.46,Alluvial,West Bengal,Zaid,Banana
57.28,18.45,161.7,34.91,79.42,5.18,1517.68,Laterite,Odisha,Kharif,Coconut
31.87,14.02,130.55,22.41,89.67,5.57,2671.1,Laterite,Kerala,Zaid,Banana
102.11,9.96,173.47,15.88,56.75,5.82,1520.01,Red,West Bengal,Rabi,Potato
44.09,18.3,139.03,19.43,65.31,6.58,1673.21,Red,Maharashtra,Zaid,Banana
164.38,20.68,95.91,32.43,80.9,5.62,2305.42,Red,West Bengal,Zaid,Banana
91.54,14.93,52.12,24.74,72.1,7.2,841.82,Sandy,Punjab,Rabi,Maize
296.26,22.21,168.25,29.04,54.03,7.34,3251.92,Alluvial,Karnataka,Kharif,Cotton
157.32,25.33,177.22,39.91,37.41,8.47,963.1,Black,Madhya Pradesh,Kharif,Cotton
207.53,27.91,162.68,9.48,61.17,7.27,707.5,Black,Uttar Pradesh,Zaid,Potato
207.96,16.94,93.44,39.34,62.2,6.61,452.02,Alluvial,Haryana,Rabi,Wheat
199.02,7.13,50.58,26.8,73.45,6.8,2457.41,Red,Kerala,Rabi,Tobacco
221.47,13.42,274.46,31.36,31.87,6.58,717.11,Clay,Haryana,Kharif,Sugarcane
74.4,15.35,357.3,15.7,61.88,7.53,2114.49,Black,Maharashtra,Rabi,Jowar
74.52,18.09,93.33,42.21,53.5,8.3,879.13,Black,Gujarat,Rabi,Tobacco
82.86,9.71,60.81,19.34,58.15,6.43,3411.6,Laterite,Karnataka,Zaid,Potato
163.57,31.82,200.97,37.08,50.52,7.75,1014.64,Clay,Uttar Pradesh,Rabi,Wheat
70.85,3.76,46.79,37.14,61.43,6.3,622.03,Laterite,Karnataka,Rabi,Jowar
78.15,14.68,70.34,31.46,40.97,7.48,402.77,Sandy,Punjab,Zaid,Potato
51.03,8.14,128.08,24.06,34.58,6.16,1287.59,Laterite,Madhya Pradesh,Zaid,Banana
63.08,7.38,124.21,31.92,44.6,6.16,895.98,Laterite,Madhya Pradesh,Kharif,Cotton
321.91,14.48,189.42,27.6,46.53,6.61,1020.16,Alluvial,Madhya Pradesh,Kharif,Cotton
130.4,6.53,107.18,23.4,90.85,5.61,3206.39,Laterite,Kerala,Rabi,Potato
52.68,10.84,79.86,30.22,70.43,6.26,2352.4,Laterite,Maharashtra,Kharif,Coconut
136.11,4.8,141.59,34.25,87.37,6.57,1854.48,Red,Assam,Zaid,Banana
320.38,33.52,99.82,32.63,67.53,7.19,825.0,Alluvial,Andhra Pradesh,Kharif,Cotton
50.54,9.8,70.64,14.6,42.66,7.26,686.83,Sandy,Haryana,Zaid,Potato
217.17,29.32,264.23,23.65,59.55,7.59,649.32,Alluvial,Andhra Pradesh,Zaid,Potato
52.48,21.08,161.09,25.14,81.28,5.03,1481.77,Laterite,West Bengal,Zaid,Banana
83.93,22.81,104.72,11.01,77.97,7.72,1263.18,Alluvial,West Bengal,Kharif,Rice
104.98,18.11,133.66,35.67,79.05,5.69,3317.5,Red,Kerala,Zaid,Banana
117.31,7.35,47.36,31.67,71.56,7.5,3314.17,Sandy,Kerala,Rabi,Groundnut
91.85,27.25,119.58,24.89,94.26,7.94,1531.92,Alluvial,Kerala,Kharif,Rice
105.73,6.54,52.3,42.43,78.52,6.81,1098.99,Sandy,Uttar Pradesh,Zaid,Potato
43.63,17.5,115.73,14.14,23.8,5.8,272.88,Red,Rajasthan,Rabi,Maize
220.95,8.65,344.21,35.3,44.19,7.55,1222.4,Clay,Bihar,Rabi,Lentil
352.94,20.14,214.72,31.98,49.22,7.71,2213.99,Alluvial,Maharashtra,Zaid,Banana
246.11,7.01,308.55,23.76,50.54,7.27,626.47,Clay,Uttar Pradesh,Rabi,Wheat
126.3,14.03,130.56,24.49,69.9,6.02,894.15,Laterite,Telangana,Rabi,Chilli
90.49,9.4,57.44,24.57,56.76,6.81,1114.62,Red,Andhra Pradesh,Zaid,Banana
100.74,19.16,118.42,16.9,65.16,6.56,1335.88,Red,Odisha,Kharif,Turmeric
149.77,10.57,85.49,21.17,54.25,8.0,708.23,Alluvial,Punjab,Kharif,Maize
206.95,20.33,138.32,18.09,58.22,7.02,1282.31,Alluvial,Karnataka,Kharif,Sugarcane
171.33,13.78,122.93,26.39,73.14,7.42,1136.26,Black,Andhra Pradesh,Kharif,Sugarcane
177.62,16.26,138.21,18.85,35.27,7.44,966.8,Black,Uttar Pradesh,Rabi,Wheat
104.86,5.67,165.78,30.8,67.77,5.69,1085.74,Laterite,Karnataka,Kharif,Ragi
62.58,15.08,81.47,14.94,63.18,5.19,1452.6,Laterite,West Bengal,Kharif,Coffee
133.29,19.0,271.69,31.72,47.02,7.04,3332.0,Black,Karnataka,Kharif,Cotton
293.06,17.2,242.1,33.73,23.64,6.55,751.67,Alluvial,Rajasthan,Zaid,Banana
98.98,22.24,100.38,20.57,51.15,7.73,423.6,Alluvial,Punjab,Zaid,Potato
49.71,13.11,120.56,33.41,62.53,5.82,1105.79,Laterite,Andhra Pradesh,Zaid,Banana
132.44,6.68,129.06,27.1,76.09,5.73,1691.83,Laterite,Kerala,Rabi,Maize
220.34,17.28,100.23,37.15,55.29,7.22,721.94,Black,Andhra Pradesh,Rabi,Jowar
175.0,32.52,109.6,24.89,71.66,8.24,1566.92,Black,Odisha,Kharif,Rice
102.33,29.07,179.53,22.83,77.5,7.65,936.21,Alluvial,Tamil Nadu,Kharif,Sugarcane
253.34,24.82,205.29,16.68,60.13,6.37,346.66,Clay,Haryana,Zaid,Potato
101.8,8.46,59.59,30.86,78.5,9.14,773.15,Saline,Gujarat,Kharif,Tobacco
42.18,5.96,49.62,18.62,84.35,6.48,2063.48,Sandy,West Bengal,Rabi,Mustard
33.69,8.58,63.72,18.08,33.13,6.01,428.79,Sandy,Haryana,Rabi,Mustard
45.71,11.87,198.97,31.65,69.52,6.03,1042.35,Red,Andhra Pradesh,Kharif,Chilli
112.49,31.03,213.5,37.46,57.73,6.76,909.01,Clay,Uttar Pradesh,Zaid,Banana
60.11,11.82,43.29,19.79,76.05,8.61,834.96,Saline,Gujarat,Kharif,Maize
172.29,11.26,108.56,38.36,40.29,6.82,431.15,Clay,Haryana,Rabi,Wheat
102.31,29.29,270.71,38.04,63.13,6.28,962.2,Clay,Uttar Pradesh,Kharif,Sugarcane
104.2,11.33,86.52,27.01,27.19,9.03,665.8,Saline,Rajasthan,Kharif,Maize
144.24,9.41,177.39,15.35,75.85,6.2,2679.04,Red,Assam,Kharif,Tea
91.25,15.44,143.16,23.65,83.88,7.82,1839.09,Black,Karnataka,Rabi,Jowar
340.56,19.71,231.87,23.21,69.39,7.4,1576.2,Alluvial,Bihar,Rabi,Maize
77.88,14.74,188.78,21.75,54.83,7.04,923.41,Black,Telangana,Zaid,Potato
74.45,18.31,126.56,32.86,50.52,6.6,2459.62,Red,Karnataka,Rabi,Jowar
96.88,23.45,187.0,26.25,63.09,7.09,839.36,Alluvial,Telangana,Kharif,Chilli
145.69,15.97,105.99,29.12,47.72,7.46,1495.36,Clay,Bihar,Rabi,Wheat
141.74,13.49,133.09,27.03,77.84,6.96,1340.64,Red,Odisha,Kharif,Turmeric
36.13,8.51,91.0,36.84,54.37,7.47,962.63,Sandy,Gujarat,Zaid,Potato
53.52,9.86,122.75,37.15,48.77,5.92,1145.93,Red,Telangana,Zaid,Banana
196.6,19.41,195.16,19.56,72.45,7.26,538.14,Alluvial,Punjab,Kharif,Maize
174.65,25.13,134.72,46.85,38.33,6.8,521.49,Alluvial,Rajasthan,Kharif,Bajra
210.62,20.84,134.67,17.09,73.43,7.8,887.2,Alluvial,Punjab,Kharif,Sugarcane
126.46,11.17,84.27,22.62,78.31,6.49,2891.73,Red,Kerala,Rabi,Potato
209.08,24.96,98.59,20.47,73.94,6.86,2732.88,Alluvial,Karnataka,Kharif,Coconut
251.07,16.72,109.38,19.66,42.19,7.74,1133.54,Alluvial,Uttar Pradesh,Rabi,Gram
33.47,16.82,191.39,18.79,75.15,5.98,2319.6,Red,Maharashtra,Kharif,Coffee
152.12,10.5,51.19,23.06,93.49,5.37,2578.92,Laterite,Kerala,Kharif,Tea
188.69,13.17,172.76,34.09,60.86,7.23,1214.09,Black,Tamil Nadu,Kharif,Sugarcane
100.71,15.06,367.27,15.65,64.97,7.39,1834.64,Black,Maharashtra,Kharif,Sugarcane
43.65,10.34,31.48,16.54,59.57,6.68,531.32,Sandy,Punjab,Kharif,Sesame
94.92,33.93,240.7,36.33,83.72,6.83,765.4,Alluvial,Tamil Nadu,Kharif,Cotton
67.4,5.39,111.0,42.93,43.71,5.93,566.72,Sandy,Haryana,Rabi,Mustard
106.19,11.12,38.04,39.7,50.33,6.5,1070.13,Red,Madhya Pradesh,Zaid,Banana
325.22,36.1,107.07,19.78,83.94,6.74,2597.91,Alluvial,Assam,Rabi,Potato
112.39,14.08,87.18,28.6,83.56,6.79,1372.33,Clay,Bihar,Kharif,Sugarcane
51.6,9.73,56.31,21.37,37.78,6.43,780.8,Sandy,Rajasthan,Rabi,Mustard
328.03,22.27,142.3,28.06,81.14,7.25,1457.98,Alluvial,Tamil Nadu,Zaid,Banana
328.33,17.91,73.71,20.93,45.08,7.39,3187.98,Black,Karnataka,Zaid,Potato
65.92,11.53,146.12,28.19,72.16,6.65,2567.44,Red,Karnataka,Zaid,Banana
231.05,12.29,369.5,22.36,50.77,8.35,2796.99,Black,Maharashtra,Zaid,Potato
216.91,19.89,49.64,40.12,41.19,7.82,565.76,Alluvial,Rajasthan,Kharif,Bajra
280.31,29.23,214.23,26.73,81.67,6.75,965.0,Alluvial,Andhra Pradesh,Rabi,Chilli
46.85,4.06,91.51,32.1,15.78,9.24,498.88,Saline,Rajasthan,Rabi,Groundnut
144.47,21.33,169.0,11.63,84.78,6.69,1599.88,Alluvial,Bihar,Rabi,Wheat
124.98,9.12,125.19,23.69,75.21,6.05,1641.1,Laterite,Odisha,Zaid,Banana
117.56,11.53,241.07,17.45,38.26,8.27,1439.41,Black,Madhya Pradesh,Rabi,Wheat
87.18,14.52,22.53,14.55,54.94,6.44,1102.81,Sandy,Bihar,Kharif,Maize
130.43,8.84,95.37,31.48,94.72,6.58,3327.64,Red,Kerala,Kharif,Rubber
99.8,6.38,154.71,38.28,62.65,6.47,2282.14,Red,Maharashtra,Rabi,Jowar
196.24,34.09,152.9,43.46,48.27,6.68,1165.6,Alluvial,Madhya Pradesh,Zaid,Banana
122.8,4.21,51.31,37.52,82.3,7.26,1013.85,Sandy,Bihar,Kharif,Sugarcane
205.55,7.82,186.04,31.67,65.28,6.54,1182.01,Alluvial,Uttar Pradesh,Rabi,Tobacco
173.73,22.96,352.34,32.44,80.02,7.1,3462.69,Black,Karnataka,Kharif,Sugarcane
183.4,6.65,112.88,22.39,73.03,6.28,978.08,Red,Andhra Pradesh,Kharif,Tobacco
180.93,20.97,96.73,13.0,71.75,6.72,838.58,Alluvial,Punjab,Kharif,Sugarcane
357.65,29.99,105.39,30.67,26.17,7.83,170.31,Alluvial,Rajasthan,Zaid,Banana
31.23,6.8,64.86,28.54,42.52,8.65,253.88,Saline,Rajasthan,Kharif,Bajra
67.22,26.7,70.26,26.41,49.11,5.75,855.56,Red,Telangana,Rabi,Maize
128.23,41.97,324.25,19.41,76.15,6.8,2986.43,Alluvial,Assam,Zaid,Potato
101.66,8.08,232.1,23.58,68.35,5.75,1192.77,Red,Andhra Pradesh,Rabi,Tobacco
102.52,3.94,107.74,18.97,50.02,6.35,649.92,Sandy,Gujarat,Rabi,Wheat
70.29,5.55,227.24,20.73,65.87,5.76,1389.17,Laterite,Madhya Pradesh,Rabi,Tobacco
142.99,10.56,143.2,13.1,80.42,5.81,2082.04,Laterite,Assam,Zaid,Potato
132.31,6.08,74.51,16.52,48.7,8.97,395.6,Saline,Rajasthan,Kharif,Bajra
49.28,14.72,53.75,29.8,48.52,6.32,1715.25,Red,Karnataka,Zaid,Banana
77.42,23.02,271.34,20.62,76.42,7.38,1363.55,Black,Odisha,Zaid,Banana
316.65,15.99,101.88,30.92,56.1,7.82,1202.17,Alluvial,West Bengal,Zaid,Banana
109.99,8.0,120.81,39.93,54.57,9.44,1273.02,Saline,Gujarat,Zaid,Banana
80.17,3.29,108.56,33.51,60.59,6.36,1418.04,Laterite,West Bengal,Kharif,Coconut
224.63,15.58,215.37,27.75,63.15,7.74,3001.97,Alluvial,Karnataka,Rabi,Jowar
24.5,6.42,131.84,17.92,55.29,8.59,599.5,Saline,Rajasthan,Rabi,Gram
175.24,27.53,210.69,27.9,67.58,7.62,1135.91,Alluvial,Andhra Pradesh,Kharif,Sugarcane
198.22,8.52,74.84,18.75,75.1,6.7,1895.4,Alluvial,Assam,Zaid,Banana
91.65,13.97,108.83,12.11,76.53,7.15,1561.58,Alluvial,Assam,Zaid,Banana
93.33,38.24,56.87,20.63,79.69,7.87,2042.87,Alluvial,Karnataka,Zaid,Potato
285.0,14.85,148.77,19.88,73.84,7.09,1536.76,Alluvial,Assam,Rabi,Potato
358.07,17.02,128.26,17.92,88.05,7.87,2382.19,Alluvial,Assam,Kharif,Tea
249.53,27.95,274.63,40.26,54.11,7.32,2136.81,Alluvial,Maharashtra,Zaid,Banana
93.19,22.33,212.74,10.01,46.13,6.02,242.22,Red,Rajasthan,Zaid,Banana
162.39,14.02,57.25,35.23,60.86,5.35,1853.41,Laterite,Karnataka,Rabi,Jowar
217.74,23.96,105.91,28.42,74.25,6.77,2846.51,Alluvial,Assam,Kharif,Coconut
99.06,14.05,40.53,38.56,81.81,6.07,1791.37,Laterite,Odisha,Kharif,Jute
98.93,21.49,119.97,24.31,77.15,6.0,1746.78,Laterite,Karnataka,Rabi,Maize
236.06,19.31,184.54,21.52,33.21,7.66,949.51,Alluvial,Madhya Pradesh,Kharif,Soybean
146.75,8.1,80.87,40.68,60.01,8.15,1895.41,Black,Maharashtra,Kharif,Sugarcane
76.92,6.88,69.36,22.43,88.05,5.64,3447.33,Laterite,Kerala,Rabi,Tobacco
162.62,4.66,67.55,16.62,87.5,6.44,2883.51,Laterite,Assam,Zaid,Potato
97.37,6.74,120.6,31.55,87.09,5.13,1715.73,Laterite,Odisha,Rabi,Groundnut
205.92,18.32,68.26,12.38,80.6,6.91,2279.58,Alluvial,Assam,Kharif,Jute
59.91,9.2,68.76,34.09,42.97,6.74,731.96,Sandy,Haryana,Rabi,Groundnut
102.23,10.34,55.3,19.86,58.21,5.95,517.93,Sandy,Punjab,Zaid,Potato
184.25,17.22,144.09,36.07,57.39,6.29,1828.12,Laterite,Karnataka,Rabi,Jowar
114.21,4.47,72.7,22.61,61.76,5.8,1037.25,Red,Andhra Pradesh,Kharif,Tobacco
146.98,16.7,188.03,23.45,87.39,6.45,1494.1,Laterite,West Bengal,Zaid,Potato
245.02,20.59,77.82,20.31,84.97,8.16,1351.43,Black,Odisha,Zaid,Banana
105.87,16.08,110.3,18.57,83.39,7.79,2716.53,Alluvial,Assam,Zaid,Potato
65.31,5.72,157.45,24.29,77.61,6.22,3049.01,Laterite,Kerala,Kharif,Tea
151.49,4.81,126.24,35.68,56.19,6.06,739.52,Red,Telangana,Zaid,Potato
106.62,21.29,235.63,21.75,46.99,7.17,745.6,Alluvial,Punjab,Zaid,Potato
64.27,23.17,180.68,38.02,77.06,7.2,975.22,Black,Tamil Nadu,Zaid,Banana
95.41,15.14,55.5,19.98,49.2,5.84,1853.55,Laterite,Karnataka,Rabi,Potato
175.32,18.18,193.74,34.83,43.6,7.11,828.73,Alluvial,Punjab,Kharif,Cotton
59.14,10.22,40.33,37.66,51.45,6.62,1115.82,Red,Telangana,Rabi,Maize
313.29,17.7,117.23,37.65,60.12,7.06,1266.82,Alluvial,Odisha,Rabi,Jowar
61.45,11.05,66.59,24.62,89.76,6.19,2081.42,Sandy,West Bengal,Rabi,Mustard
297.65,34.9,120.17,15.82,56.41,6.07,1031.76,Clay,Bihar,Rabi,Lentil
377.29,20.21,182.89,31.52,82.74,7.86,2383.75,Alluvial,Assam,Kharif,Rice
153.78,17.97,179.93,10.55,37.9,7.05,1421.99,Alluvial,Madhya Pradesh,Rabi,Wheat
52.33,14.48,109.88,34.61,69.34,6.05,1152.66,Laterite,Andhra Pradesh,Kharif,Coconut
119.22,13.05,118.25,41.48,33.78,7.04,849.16,Black,Uttar Pradesh,Zaid,Potato
184.86,14.44,62.93,17.46,68.03,7.11,2781.36,Alluvial,Maharashtra,Rabi,Potato
36.1,12.76,74.55,43.56,43.8,5.79,372.78,Sandy,Haryana,Zaid,Potato
190.71,24.05,121.21,22.11,69.11,8.5,1102.47,Black,Andhra Pradesh,Zaid,Potato
212.35,22.43,188.55,27.06,70.18,7.74,1609.08,Black,Odisha,Zaid,Banana
342.67,29.05,255.75,33.18,73.89,7.84,1050.4,Alluvial,Bihar,Kharif,Sugarcane
314.24,38.67,90.92,34.76,59.54,6.96,509.63,Alluvial,Punjab,Kharif,Cotton
180.92,11.16,218.72,21.98,70.89,5.96,1471.53,Red,Madhya Pradesh,Zaid,Potato
97.4,19.8,224.29,25.64,54.73,5.65,1087.0,Red,Telangana,Zaid,Banana
34.25,17.95,66.05,35.12,62.68,6.41,991.08,Laterite,Tamil Nadu,Kharif,Sugarcane
174.48,11.86,117.14,41.24,40.82,7.33,734.59,Alluvial,Telangana,Rabi,Maize
153.4,6.98,189.62,17.91,72.01,6.8,1689.36,Red,Odisha,Rabi,Groundnut
138.85,7.93,53.62,33.33,89.15,5.6,2720.98,Red,Assam,Kharif,Banana
99.41,14.31,248.5,36.33,42.04,8.05,537.44,Black,Maharashtra,Kharif,Cotton
236.05,13.94,57.71,22.37,82.15,6.85,1529.12,Alluvial,Odisha,Zaid,Banana
160.98,20.36,235.78,37.85,47.43,6.77,982.46,Alluvial,Gujarat,Rabi,Tobacco
84.73,6.79,224.29,28.91,58.94,5.45,1245.38,Laterite,Madhya Pradesh,Rabi,Gram
130.0,8.71,298.07,30.04,76.9,7.09,1313.71,Black,Tamil Nadu,Kharif,Sugarcane
132.63,26.36,89.42,31.47,69.37,7.81,923.94,Black,Tamil Nadu,Kharif,Sugarcane
148.57,6.61,157.72,20.69,66.34,6.91,1148.97,Red,Karnataka,Rabi,Maize
346.6,19.62,143.59,23.95,34.31,7.84,416.66,Clay,Haryana,Zaid,Banana
150.65,30.15,110.96,20.65,85.28,6.48,2217.04,Red,West Bengal,Rabi,Potato
149.07,16.82,174.89,9.32,56.17,6.9,780.42,Alluvial,Punjab,Zaid,Potato
145.48,14.15,184.94,24.24,55.05,8.26,739.5,Black,Tamil Nadu,Kharif,Chilli
127.84,7.37,114.81,27.81,94.76,5.67,2522.83,Red,Assam,Zaid,Banana
274.06,39.99,184.57,39.57,75.65,7.34,1749.12,Alluvial,West Bengal,Zaid,Banana
51.06,14.6,67.68,29.82,75.82,5.12,2391.04,Laterite,Assam,Kharif,Rubber
70.26,14.69,150.45,13.2,57.88,8.55,206.45,Saline,Rajasthan,Kharif,Bajra
48.95,5.55,201.62,32.96,94.56,5.31,3588.08,Laterite,Kerala,Zaid,Banana
137.12,7.38,134.21,18.13,65.72,6.38,843.9,Sandy,Uttar Pradesh,Rabi,Potato
77.86,13.31,135.31,42.11,35.18,7.82,1464.25,Black,Gujarat,Kharif,Rice
110.7,8.26,182.85,27.41,51.83,5.67,1019.04,Red,Telangana,Rabi,Maize
52.5,14.26,51.2,9.89,42.81,6.22,576.86,Sandy,Haryana,Rabi,Mustard
103.59,25.17,69.87,32.88,89.83,7.93,1724.86,Alluvial,Odisha,Rabi,Jowar
52.33,10.39,45.64,30.32,63.6,6.2,1003.41,Laterite,Telangana,Rabi,Chilli
28.28,7.46,61.62,11.17,71.67,6.74,588.12,Sandy,Haryana,Zaid,Potato
19.2,6.75,87.45,19.75,32.86,9.32,711.5,Saline,Gujarat,Kharif,Groundnut
161.89,9.73,49.69,21.65,40.84,8.84,327.41,Saline,Gujarat,Zaid,Potato
24.04,5.81,80.03,26.23,47.93,6.51,1098.27,Sandy,Uttar Pradesh,Rabi,Gram
229.68,9.27,157.54,37.29,62.08,6.31,1263.32,Red,Tamil Nadu,Zaid,Banana
259.55,35.14,192.41,35.92,78.8,6.63,3401.06,Alluvial,Kerala,Kharif,Jute
205.75,33.12,210.91,14.59,32.82,7.54,658.74,Clay,Haryana,Kharif,Sugarcane
134.14,18.75,166.44,24.61,63.81,6.24,616.91,Red,Andhra Pradesh,Rabi,Chilli
75.39,18.7,232.64,18.58,44.69,6.99,1387.85,Red,Madhya Pradesh,Rabi,Wheat
165.66,44.08,121.46,27.16,73.57,7.07,928.63,Alluvial,Uttar Pradesh,Kharif,Sugarcane
112.75,15.14,77.73,17.17,77.95,6.25,2542.44,Laterite,Assam,Rabi,Potato
229.99,22.26,206.55,40.45,71.58,7.04,1519.11,Alluvial,Bihar,Kharif,Sugarcane
237.09,17.19,81.09,31.69,40.89,6.69,1883.15,Alluvial,Maharashtra,Rabi,Jowar
122.92,16.67,66.54,32.86,80.73,6.76,1259.48,Red,Odisha,Rabi,Groundnut
55.36,19.6,233.2,38.55,72.89,5.66,1369.4,Red,Odisha,Rabi,Groundnut
78.5,8.68,71.12,10.27,63.94,6.2,809.11,Sandy,Uttar Pradesh,Zaid,Potato
104.44,21.89,234.72,19.14,44.03,7.05,1054.75,Black,Madhya Pradesh,Rabi,Wheat
132.62,7.95,266.54,32.53,74.91,7.87,811.37,Black,Andhra Pradesh,Kharif,Sugarcane
300.01,9.54,317.53,30.74,87.0,7.1,1282.89,Alluvial,Odisha,Kharif,Sugarcane
192.36,10.52,64.94,26.93,22.29,6.65,342.39,Red,Rajasthan,Zaid,Banana
100.22,5.73,49.14,32.32,82.79,6.2,1964.91,Laterite,Kerala,Rabi,Chilli
121.74,13.23,224.1,28.14,87.28,6.93,2225.09,Alluvial,West Bengal,Zaid,Banana
56.09,5.69,180.02,47.04,52.44,8.56,289.57,Saline,Rajasthan,Rabi,Barley
190.95,37.36,239.08,11.21,77.6,6.53,1804.32,Alluvial,West Bengal,Zaid,Banana
146.89,8.07,107.32,36.13,39.32,5.57,758.5,Sandy,Haryana,Rabi,Potato
144.7,17.18,206.5,37.54,55.15,6.43,1449.31,Red,Madhya Pradesh,Kharif,Cotton
34.73,10.68,153.22,43.18,74.99,6.4,1393.28,Laterite,Madhya Pradesh,Zaid,Banana
151.42,13.4,116.64,22.27,66.43,5.41,1904.7,Laterite,Karnataka,Zaid,Potato
144.54,4.37,108.67,30.37,50.45,6.3,414.81,Sandy,Punjab,Rabi,Groundnut
76.99,10.87,42.16,32.66,44.44,6.16,833.1,Red,Madhya Pradesh,Rabi,Chilli
125.71,19.76,125.18,18.36,65.21,5.68,1056.86,Red,Madhya Pradesh,Kharif,Maize
25.79,7.62,123.02,30.1,33.78,6.34,254.84,Sandy,Rajasthan,Kharif,Bajra
295.38,12.45,128.75,33.51,65.84,7.08,1074.67,Alluvial,Andhra Pradesh,Zaid,Banana
128.05,35.57,222.75,22.16,80.2,6.99,1197.15,Alluvial,Andhra Pradesh,Zaid,Banana
127.5,16.75,140.52,33.54,83.71,6.65,3478.05,Alluvial,Kerala,Zaid,Banana
111.54,6.9,99.14,30.53,67.4,5.6,963.26,Laterite,Telangana,Kharif,Turmeric
51.25,7.92,54.42,19.03,44.2,6.99,577.31,Sandy,Gujarat,Kharif,Bajra
171.99,11.07,125.45,28.35,77.78,7.77,2903.36,Black,Karnataka,Kharif,Sugarcane
80.27,6.81,181.12,36.28,64.36,5.48,816.89,Laterite,Andhra Pradesh,Kharif,Cotton
149.5,25.0,278.66,32.77,32.01,7.48,690.92,Black,Uttar Pradesh,Kharif,Jowar
261.64,23.55,288.91,37.96,57.81,7.04,1072.69,Alluvial,Telangana,Zaid,Banana
57.81,10.67,61.99,35.18,89.66,6.04,3059.69,Laterite,Kerala,Zaid,Banana
178.02,9.77,77.05,15.06,31.52,5.59,552.76,Red,Rajasthan,Zaid,Potato
85.78,4.5,115.62,28.59,61.54,6.19,1685.48,Laterite,Odisha,Rabi,Groundnut
71.82,11.55,345.88,42.42,74.36,8.07,1538.35,Black,Madhya Pradesh,Zaid,Banana
109.64,20.56,255.47,27.08,58.16,7.95,1452.28,Black,Odisha,Kharif,Sugarcane
144.03,20.37,144.38,22.02,46.24,6.8,1054.99,Alluvial,Telangana,Rabi,Chilli
120.04,6.33,75.33,33.42,58.46,7.09,1057.58,Sandy,Uttar Pradesh,Zaid,Banana
148.8,16.67,175.87,20.82,38.45,7.5,645.49,Alluvial,Punjab,Rabi,Wheat
107.09,6.53,80.19,30.75,62.15,5.02,2403.41,Laterite,Karnataka,Zaid,Potato
61.9,14.44,129.37,41.69,39.75,6.46,445.74,Clay,Punjab,Rabi,Wheat
191.14,5.48,70.2,32.88,74.5,5.93,1687.75,Laterite,Assam,Rabi,Potato
101.57,10.83,217.31,40.79,64.2,8.24,378.78,Black,Gujarat,Zaid,Potato
114.16,12.49,56.18,29.99,56.25,6.47,902.85,Red,Andhra Pradesh,Rabi,Chilli
260.8,31.53,333.05,4.99,30.56,7.14,752.62,Alluvial,Punjab,Kharif,Cotton
53.8,14.31,63.65,22.38,57.45,5.8,713.45,Red,Andhra Pradesh,Kharif,Tobacco
208.9,36.82,129.25,21.91,60.08,6.81,855.74,Clay,Uttar Pradesh,Zaid,Potato
272.95,17.42,226.01,12.07,65.45,7.97,1329.17,Alluvial,West Bengal,Kharif,Sugarcane
204.59,18.85,338.07,15.84,67.94,7.01,881.95,Black,Uttar Pradesh,Rabi,Wheat
102.66,13.3,230.79,35.72,41.54,6.72,865.08,Red,Telangana,Rabi,Chilli
74.09,3.25,56.25,20.83,74.4,5.6,1534.32,Sandy,Bihar,Kharif,Coconut
258.16,14.36,182.42,14.02,75.58,6.69,1387.26,Alluvial,West Bengal,Rabi,Mustard
171.4,22.77,189.33,27.66,67.35,5.84,1024.17,Red,Andhra Pradesh,Zaid,Banana
191.58,16.72,80.76,33.8,73.96,7.16,926.82,Alluvial,Uttar Pradesh,Kharif,Sugarcane
104.59,12.43,191.71,24.1,83.13,6.44,2609.12,Red,Assam,Kharif,Tea
113.78,12.7,41.97,20.14,55.41,6.35,1117.6,Sandy,Bihar,Zaid,Potato
127.16,3.71,124.31,32.36,77.04,6.62,2987.21,Sandy,Kerala,Rabi,Groundnut
56.43,9.12,54.95,36.3,51.83,7.48,486.8,Sandy,Haryana,Rabi,Mustard
290.11,29.99,252.89,24.86,72.78,6.77,1781.68,Alluvial,Kerala,Rabi,Tobacco
243.73,13.53,197.89,34.59,66.11,6.52,485.28,Alluvial,Haryana,Rabi,Groundnut
78.43,8.76,185.58,17.74,58.02,8.61,1036.52,Saline,Gujarat,Kharif,Tobacco
45.03,5.91,136.65,19.76,87.72,6.31,1789.7,Sandy,West Bengal,Rabi,Potato
52.87,8.43,164.15,26.84,67.56,5.97,702.78,Laterite,Telangana,Zaid,Potato
172.66,16.55,89.02,16.73,68.08,5.92,638.59,Red,Maharashtra,Kharif,Soybean
213.28,28.84,171.4,18.43,36.89,7.21,786.1,Alluvial,Haryana,Kharif,Cotton
117.82,14.41,74.7,14.84,83.09,6.07,1945.79,Laterite,Assam,Rabi,Potato
114.99,14.93,232.05,34.27,66.61,8.17,436.62,Black,Gujarat,Rabi,Tobacco
138.77,10.79,124.51,26.44,72.74,7.86,1391.45,Black,Odisha,Rabi,Maize
